ID, created_at, vehicle, latitude, longitude, 52.508002, 13.496743
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T06:49:01Z","escooter",52.508203,13.495939, 52.508002, 13.495106
"51ac1eee-b186-4638-9dad-3e96a03c9056","2021-12-22T06:43:07Z","escooter",52.510255,13.49929, 52.509312, 13.498380
"d9b3ab7b-4e22-446e-8dd3-f4dc2651e9eb","2021-12-22T06:47:59Z","escooter",52.508984,13.49767, 52.508002, 13.496743
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T07:39:04Z","escooter",52.508203,13.495939, 52.508002, 13.495106
"51ac1eee-b186-4638-9dad-3e96a03c9056","2021-12-22T07:33:10Z","escooter",52.510255,13.49929, 52.509312, 13.498380
"d9b3ab7b-4e22-446e-8dd3-f4dc2651e9eb","2021-12-22T07:36:09Z","escooter",52.508984,13.49767, 52.508002, 13.496743
"d9b3ab7b-4e22-446e-8dd3-f4dc2651e9eb","2021-12-22T08:46:13Z","escooter",52.508984,13.49767, 52.508002, 13.496743
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T08:46:41Z","escooter",52.508203,13.495939, 52.508002, 13.495106
"51ac1eee-b186-4638-9dad-3e96a03c9056","2021-12-22T08:43:14Z","escooter",52.510255,13.49929, 52.509312, 13.498380
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-22T09:41:17Z","escooter",52.50817,13.495879, 52.508002, 13.495106
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T09:39:11Z","escooter",52.508203,13.495939, 52.508002, 13.495106
"51ac1eee-b186-4638-9dad-3e96a03c9056","2021-12-22T09:43:18Z","escooter",52.510255,13.49929, 52.509312, 13.498380
"d9b3ab7b-4e22-446e-8dd3-f4dc2651e9eb","2021-12-22T09:36:16Z","escooter",52.508984,13.49767, 52.508002, 13.496743
"3bc7dbde-6768-416f-8223-cdd1ea2d70ae","2021-12-22T15:46:24Z","escooter",52.510064,13.49776, 52.509312, 13.496743
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T15:39:33Z","escooter",52.508203,13.495939, 52.508002, 13.495106
"289d9416-dc9d-4edd-bdf8-b9626c7a608e","2021-12-22T15:45:26Z","escooter",52.510292,13.499319, 52.509312, 13.498380
"289d9416-dc9d-4edd-bdf8-b9626c7a608e","2021-12-22T17:43:13Z","escooter",52.510292,13.499319, 52.509312, 13.498380
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T17:39:41Z","escooter",52.508203,13.495939, 52.508002, 13.495106
"3bc7dbde-6768-416f-8223-cdd1ea2d70ae","2021-12-22T17:46:31Z","escooter",52.510064,13.49776, 52.509312, 13.496743
"3bc7dbde-6768-416f-8223-cdd1ea2d70ae","2021-12-22T18:48:06Z","escooter",52.510064,13.49776, 52.509312, 13.496743
"c3727a54-74dd-4df4-b3a8-9e9959d85d42","2021-12-22T18:43:31Z","escooter",52.508206,13.495787, 52.508002, 13.495106
"d29bc69f-4416-4202-a224-3a3b85894568","2021-12-22T18:39:44Z","escooter",52.508203,13.495939, 52.508002, 13.495106
